,Param Pair,Avg Accuracy
236,"(27, 3)",0.8229337978019654
353,"(40, 3)",0.8229337978019654
191,"(22, 3)",0.8229337978019654
398,"(45, 3)",0.8229337978019654
38,"(5, 3)",0.8229337978019654
389,"(44, 3)",0.8229337978019654
227,"(26, 3)",0.8229337978019654
47,"(6, 3)",0.8229337978019654
380,"(43, 3)",0.8229337978019654
407,"(46, 3)",0.8229337978019654
200,"(23, 3)",0.8229337978019654
218,"(25, 3)",0.8229337978019654
56,"(7, 3)",0.8229337978019654
20,"(3, 3)",0.8229337978019654
371,"(42, 3)",0.8229337978019654
65,"(8, 3)",0.8229337978019654
362,"(41, 3)",0.8229337978019654
110,"(13, 3)",0.8229337978019654
425,"(48, 3)",0.8229337978019654
335,"(38, 3)",0.8229337978019654
434,"(49, 3)",0.8229337978019654
254,"(29, 3)",0.8229337978019654
146,"(17, 3)",0.8229337978019654
281,"(32, 3)",0.8229337978019654
137,"(16, 3)",0.8229337978019654
173,"(20, 3)",0.8229337978019654
299,"(34, 3)",0.8229337978019654
308,"(35, 3)",0.8229337978019654
119,"(14, 3)",0.8229337978019654
128,"(15, 3)",0.8229337978019654
209,"(24, 3)",0.8229337978019654
263,"(30, 3)",0.8229337978019654
290,"(33, 3)",0.8229337978019654
155,"(18, 3)",0.8229337978019654
272,"(31, 3)",0.8229337978019654
317,"(36, 3)",0.8229337978019654
164,"(19, 3)",0.8229337978019654
370,"(42, 2)",0.79818186753979
19,"(3, 2)",0.79818186753979
289,"(33, 2)",0.79818186753979
5,"(1, 6)",0.79818186753979
55,"(7, 2)",0.79818186753979
145,"(17, 2)",0.79818186753979
64,"(8, 2)",0.79818186753979
262,"(30, 2)",0.79818186753979
199,"(23, 2)",0.79818186753979
4,"(1, 5)",0.79818186753979
379,"(43, 2)",0.79818186753979
280,"(32, 2)",0.79818186753979
46,"(6, 2)",0.79818186753979
406,"(46, 2)",0.79818186753979
163,"(19, 2)",0.79818186753979
226,"(26, 2)",0.79818186753979
388,"(44, 2)",0.79818186753979
3,"(1, 4)",0.79818186753979
2,"(1, 3)",0.79818186753979
154,"(18, 2)",0.79818186753979
37,"(5, 2)",0.79818186753979
1,"(1, 2)",0.79818186753979
28,"(4, 2)",0.79818186753979
397,"(45, 2)",0.79818186753979
235,"(27, 2)",0.79818186753979
208,"(24, 2)",0.79818186753979
361,"(41, 2)",0.79818186753979
118,"(14, 2)",0.79818186753979
136,"(16, 2)",0.79818186753979
244,"(28, 2)",0.79818186753979
91,"(11, 2)",0.79818186753979
8,"(1, 9)",0.79818186753979
307,"(35, 2)",0.79818186753979
334,"(38, 2)",0.79818186753979
100,"(12, 2)",0.79818186753979
343,"(39, 2)",0.79818186753979
253,"(29, 2)",0.79818186753979
181,"(21, 2)",0.79818186753979
10,"(2, 2)",0.79818186753979
325,"(37, 2)",0.79818186753979
424,"(48, 2)",0.79818186753979
316,"(36, 2)",0.79818186753979
7,"(1, 8)",0.79818186753979
172,"(20, 2)",0.79818186753979
127,"(15, 2)",0.79818186753979
82,"(10, 2)",0.79818186753979
217,"(25, 2)",0.79818186753979
190,"(22, 2)",0.79818186753979
415,"(47, 2)",0.79818186753979
352,"(40, 2)",0.79818186753979
109,"(13, 2)",0.79818186753979
298,"(34, 2)",0.79818186753979
433,"(49, 2)",0.79818186753979
6,"(1, 7)",0.79818186753979
271,"(31, 2)",0.79818186753979
73,"(9, 2)",0.79818186753979
27,"(4, 1)",0.5
423,"(48, 1)",0.5
432,"(49, 1)",0.5
414,"(47, 1)",0.5
18,"(3, 1)",0.5
9,"(2, 1)",0.5
405,"(46, 1)",0.5
216,"(25, 1)",0.5
270,"(31, 1)",0.5
396,"(45, 1)",0.5
207,"(24, 1)",0.5
324,"(37, 1)",0.5
180,"(21, 1)",0.5
108,"(13, 1)",0.5
252,"(29, 1)",0.5
315,"(36, 1)",0.5
117,"(14, 1)",0.5
306,"(35, 1)",0.5
126,"(15, 1)",0.5
171,"(20, 1)",0.5
297,"(34, 1)",0.5
261,"(30, 1)",0.5
135,"(16, 1)",0.5
288,"(33, 1)",0.5
144,"(17, 1)",0.5
279,"(32, 1)",0.5
162,"(19, 1)",0.5
153,"(18, 1)",0.5
99,"(12, 1)",0.5
333,"(38, 1)",0.5
90,"(11, 1)",0.5
369,"(42, 1)",0.5
36,"(5, 1)",0.5
225,"(26, 1)",0.5
387,"(44, 1)",0.5
45,"(6, 1)",0.5
378,"(43, 1)",0.5
54,"(7, 1)",0.5
198,"(23, 1)",0.5
234,"(27, 1)",0.5
243,"(28, 1)",0.5
63,"(8, 1)",0.5
360,"(41, 1)",0.5
72,"(9, 1)",0.5
351,"(40, 1)",0.5
189,"(22, 1)",0.5
81,"(10, 1)",0.5
342,"(39, 1)",0.5
0,"(1, 1)",0.5
